CNPJ_CIA;DENOM_SOCIAL;DENOM_COMERC;DT_REG;DT_CONST;DT_CANCEL;MOTIVO_CANCEL;SIT;DT_INI_SIT;CD_CVM;SETOR_ATIV;TP_MERC;CATEG_REG;DT_INI_CATEG;SIT_EMISSOR;DT_INI_SIT_EMISSOR;CONTROLE_ACIONARIO;TP_ENDER;LOGRADOURO;COMPL;BAIRRO;MUN;UF;PAIS;CEP;DDD_TEL;TEL;DDD_FAX;FAX;EMAIL;TP_RESP;RESP;DT_INI_RESP;LOGRADOURO_RESP;COMPL_RESP;BAIRRO_RESP;MUN_RESP;UF_RESP;PAIS_RESP;CEP_RESP;DDD_TEL_RESP;TEL_RESP;DDD_FAX_RESP;FAX_RESP;EMAIL_RESP;CNPJ_AUDITOR;AUDITOR
15.090.690/0001-94;CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.;CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.;2022-03-15;2011-12-13;;;ATIVO;2022-03-15;26638;Serviços Transporte e Logística;;Categoria B;2021-10-19;FASE PRÉ-OPERACIONAL;2021-10-19;PRIVADO;SEDE;RUA BANDEIRANTE;;JUNDIAÍ;ANÁPOLIS;GO;;75113135;11;37872683;;;invest@ecorodovias.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;CARLOS EDUARDO AUCHEWSKI XISTO;2021-07-12;RUA BANDEIRANTE SEBASTIÃO MARI;N°144;JUNDIAÍ;ANÁPOLIS;GO;;75113135;11;37872683;0;0;invest@ecorodovias.com.br;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
35.593.905/0001-05;CONCESSIONÁRIA ECOVIAS DO CERRADO S.A.;CONCESSIONÁRIA ECOVIAS DO CERRADO S.A.;2022-01-04;2019-10-14;;;ATIVO;2022-01-04;26581;Serviços Transporte e Logística;;Categoria B;2022-01-04;FASE OPERACIONAL;2021-10-19;PRIVADO;SEDE;RUA SINTRA, 50;;GRANJA MARILEUSA;UBERLÂNDIA;MG;;38406643;34;32918000;34;32918036;invest@ecorodovias.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;LUIS CARLOS LIMA SALVADOR;2021-10-14;RUA SINTRA, 50;;GRANJA MARILEUSA;UBERLÂNDIA;MG;;38346643;34;32918000;34;32918036;invest@ecorodovias.com.br;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
02.509.491/0001-26;CONCESSIONARIA ECOVIAS DOS IMIGRANTES SA;ECOVIAS DOS IMIGRANTES;2006-12-18;1998-05-01;;;ATIVO;2006-12-18;20397;Serviços Transporte e Logística;;Categoria B;2010-01-01;FASE OPERACIONAL;2006-12-18;PRIVADO;SEDE;Rodovia dos Imigrantes, s/nº km 28,5;N/A;Jardim Represa;SÃO BERNARDO DO CAMPO;SP;BRASIL;9845000;11;43588100;11;43588799;invest@ecorodovias.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;RONALD DENNIS MARANGON;2019-09-02;RODOVIA DOS IMIGRANTES-KM 28,5;;JARDIM REPRESA;SÃO BERNARDO DO CAMPO;SP;;9845000;11;43588100;0;0;invest@ecorodovias.com.br;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
22.163.297/0001-49;CONCESSIONARIA PONTE RIO-NITERÓI S.A. - ECOPONTE;CONCESSIONARIA PONTE RIO-NITERÓI S.A. - ECOPONTE;2017-05-25;2015-03-24;;;ATIVO;2017-05-25;24139;Serviços Transporte e Logística;;Categoria B;2017-05-25;FASE OPERACIONAL;2017-03-22;PRIVADO;SEDE;Rua Mário Neves;Nr.01;Ilha da Conceição;NITERÓI;RJ;BRASIL;24050290;021;34789405;021;34789405;invest@ecorodovias.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;MATHEUS DA SILVA PEREIRA FERNANDES;2021-05-19;RUA MÁRIO NEVES - 01;;ILHA DA CONCEIÇÃO;NITERÓI;RJ;;24050290;21;34789405;0;0;invest@ecorodovias.com.br;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
00.938.574/0001-05;CONCESSIONARIA RIO-TERESOPOLIS SA;CRT SA;2001-12-26;1995-11-07;;;ATIVO;2001-12-26;19208;Serviços Transporte e Logística;BALCÃO ORGANIZADO;Categoria A;2010-01-01;FASE OPERACIONAL;2001-12-26;PRIVADO;SEDE;Rod. Stos Dumont (BR-116/RJ)-Pça Pedágio Engº Pierre Berman;S/nº - KM133,5;Bongaba;MAGÉ;RJ;BRASIL;25930530;21;27778300;21;27778420;cmenezes@crt.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;CARLOS EDUARDO SOARES DE MENEZES;2005-12-30;RODOVIA BR 116/RJ KM 133.5;Pç ENG. PIERRE BER;PIABETá;MAGÉ;RJ;;25915000;21;27778300;21;27778300;cmenezes@crt.com.br;40.262.602/0001-31;BKR - LOPES, MACHADO AUDITORES
00.861.626/0001-92;CONCESSIONÁRIA RODOVIA PRESIDENTE DUTRA S/A;NOVADUTRA;2004-08-16;1995-10-31;2020-10-23;Cancelamento Voluntário - IN CVM 480/09;CANCELADA;2020-10-23;19577;Emp. Adm. Part. - Serviços Transporte e Logística;;Categoria B;2010-01-01;FASE OPERACIONAL;2004-08-16;PRIVADO;SEDE;RODOVIA PRESIDENTE DUTRA (BR-116 / SP / RJ);KM 184,3;MORRO GRANDE;SANTA ISABEL;SP;BRASIL;7500000;11;27952400;11;27952400;debentures.novadutra@grupoccr.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;JOSÉ HERZEN SALGADO ALVEZ;2018-04-06;RODOVIA PRESIDENTE DUTRA;KM 184,3;MORRO GRANDE;SANTA ISABEL;SP;;7500000;011;27952440;011;27952400;debentures.novadutra@grupoccr.com.br;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
10.647.979/0001-48;CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A;CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A;2010-06-30;2009-02-09;;;ATIVO;2010-06-30;22071;Serviços Transporte e Logística;BALCÃO ORGANIZADO;Categoria B;2010-06-30;FASE OPERACIONAL;2010-06-30;PRIVADO;SEDE;Rodovia Dom Pedro I (SP-065), Km 110 + 400, Pista Sul.;s/n;Sítio da Moenda;ITATIBA;SP;BRASIL;13252800;11;48948500;11;48948505;ri@rotadasbandeiras.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;ANDRÉ DE PAULA YUSIASU;2021-11-12;ROD. DOM PEDRO I (SP-065);S/N KM 110+400;SÍTIO MOENDA;ITATIBA;SP;;13252800;0;0;0;0;ri@rotadasbandeiras.com.br;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
19.521.322/0001-04;CONCESSIONÁRIA ROTA DO OESTE S.A.;CONCESSIONÁRIA ROTA DO OESTE S.A.;2016-06-07;2013-12-27;;;ATIVO;2016-06-07;23922;Serviços Transporte e Logística;;Categoria B;2016-06-07;FASE OPERACIONAL;2016-01-06;PRIVADO;SEDE;Avenida Miguel Sutil, nº 15.160;;Coophamil;CUIABÁ;MT;BRASIL;78028015;65;30569101;;;crori@rotadooeste.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;JÚLIO CÉSAR DUARTE PERDIGÃO;2021-06-18;AVENIDA MIGUEL SUTIL;N° 15.160;COOPHAMIL;CUIABÁ;MT;;78028015;65;30569119;0;0;crori@rotadooeste.com.br;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
15.103.039/0001-01;CONCIC ENGENHARIA SA;CONCIC;1979-11-20;;1998-08-07;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA;1998-08-07;4600;Construção Civil, Mat. Constr. e Decoração;;;;;;PRIVADO;SEDE;RUA ELISIO MESQUITA 610;;;SALVADOR;BA;BRASIL;41295360;71;3928811;71;3929172;;DIRETOR DE RELAÇÕES COM INVESTIDORES;ADEMIR JOSE MANZATTO;1979-11-20;RUA ELISIO MESQUITA 610;;;SALVADOR;BA;;41295360;71;3928811;0071;3929172;;34.306.308/0001-81;AUDIN - AUDITORES INDEPENDENTES S/C
60.883.824/0001-89;CONCRETEX SA;CONCRETEX;1972-08-09;;1993-09-17;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA;1993-09-17;4618;Construção Civil, Mat. Constr. e Decoração;;;;;;PRIVADO;SEDE;R VERBO DIVINO 1488/5 ANDAR;;;SÃO PAULO;SP;BRASIL;4719904;11;2579244;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;DENIS DUCKWORTH;1972-08-09;RUA XV NOVEMBRO 324 TERREO;;;SÃO PAULO;SP;;1092000;11;2390711;0011;;;33.017.310/0001-78;RUHTRA S/C
01.284.807/0001-66;CONDOMINIUM VILLAGE SA;CONDOMINIUM VILLAGE;1996-08-16;1996-05-29;2007-01-09;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA;2007-01-09;15660;Construção Civil, Mat. Constr. e Decoração;;;;;;PRIVADO;SEDE;RUA MAL. MALLET;145;BAIRRO JUVEVE;CURITIBA;PR;BRASIL;80542230;41;32533200;41;33536253;moradareal@moradareal.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;LUIZ RENATO DA SILVA;1996-08-16;RUA MARECHAL DEODORO 630;5º ANDAR CONJ 502;CENTRO;CURITIBA;PR;;80010912;41;2338873;41;2234801;moradareal@moradareal.com.br;40.184.046/0001-22;BAZZANEZE AUDITORES INDEPENDENTES S/S
04.088.846/0001-86;CONEPAR PETROQUIMICA SA;CONEPAR;2001-10-08;2000-09-29;2002-12-18;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA;2002-12-18;19054;Emp. Adm. Participações;;;;;;PRIVADO HOLDING;SEDE;RUA DR. ADGARDO DE AZEVEDO SOA;RES, 392;CENTRO;VÁRZEA PAULISTA;SP;BRASIL;13224030;11;45968827;11;45968856;freire@ciquine.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;REINALDO RUBBI;2001-10-08;AVENIDA PAULISTA, 1.938, 5º AN;DAR;BELA VISTA;SÃO PAULO;SP;;1310200;11;31797367;11;31797866;eliete@elekeiroz.com.br;11.245.719/0001-09;DIRECTA AUDITORES
60.882.628/0001-90;CONFAB INDUSTRIAL SA;TENARISCONFAB;1980-08-21;1942-04-17;2012-05-11;Cancelamento Voluntário - IN CVM 480/09;CANCELADA;2012-05-11;4650;Metalurgia e Siderurgia;;Categoria A;2010-01-01;FASE OPERACIONAL;1980-08-21;ESTRANGEIRO;SEDE;Rua Manoel Coelho, 303;7º andar - conj.72;Centro;SÃO CAETANO DO SUL;SP;BRASIL;9510100;11;42214634;11;42214012;ri@confab.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;TÚLIO CÉSAR DO COUTO CHIPOLETTI;2012-04-25;AV. GASTãO VIDIGAL NETO, 475;;CIDADE NOVA;PINDAMONHANGABA;SP;;12414900;12;36449100;12;36449571;ri@confab.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
02.736.470/0001-43;CONFIANZA SECURITIZADORA SA;CONFIANZA SECURITIZADORA SA;1999-05-04;1998-05-26;;;ATIVO;1999-05-04;18236;Securitização de Recebíveis;;Categoria B;2010-01-01;FASE OPERACIONAL;2003-03-31;PRIVADO;SEDE;Avenida Cidade Jardim, 803;8º andar, Sala L;Itaim Bibi;SÃO PAULO;SP;BRASIL;1453000;11;30399000;11;30399001;alexandre.borensztein@patriainvestimentos.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;LEANDRO SILVA MESQUITA;2021-07-12;RUA ESTADOS UNIDOS, N¦ 406;N/A;JARDINS;SÃO PAULO;SP;;1727000;11;34738581;0;0;mesquita2801@gmail.com;18.596.945/0001-83;BAKER TILLY 4PARTNERS AUDITORES INDEPENDENTES S/S
59.106.484/0001-09;CONFORJA SA CONEXOES DE ACO;CONFORJA;1981-12-17;;2005-12-20;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA;2005-12-20;4677;Metalurgia e Siderurgia;;;;;;PRIVADO;SEDE;RUA SÃO MARCOS, 276;;CENTRO;DIADEMA;SP;BRASIL;9913050;11;4456211;11;4456211;;DIRETOR DE RELAÇÕES COM INVESTIDORES;THOMAS WILLI ENDLEIN;1981-12-17;RUA SAO NICOLAU, 210;;;DIADEMA;SP;;9910000;11;4456223;0011;;;89.859.466/0001-50;CONFIDOR AUDITORES ASSOCIADOS
01.123.176/0001-01;CONOVER TRADING SA;CONOVER;1996-05-17;;1999-04-23;ELISÃO POR INCORPORAÇÃO;CANCELADA;1999-04-23;15563;Comércio Exterior;;;;;;ESTRANGEIRO;SEDE;RUA OLAVO BILAC 157 - 2 ANDAR;;;SÃO PAULO;SP;BRASIL;4671900;11;56943823;11;56943312;;DIRETOR DE RELAÇÕES COM INVESTIDORES;JOSE EDUARDO DE OLIVEIRA MIRON;1996-05-17;RUA OLAVO BILAC 157 - 2 ANDAR;;VILA SOFIA;SÃO PAULO;SP;;4671900;11;56943823;0011;56943312;;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
43.081.017/0001-23;CONPART IND ELETRONICA S/A;CONPART;1989-09-01;;2005-03-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA;2005-03-22;13544;Máquinas, Equipamentos, Veículos e Peças;;;;;;PRIVADO;SEDE;AV SANTOS DUMONT 5080 S/03;;PAPICU;FORTALEZA;CE;BRASIL;60190800;21;22939014;21;22936418;;DIRETOR DE RELAÇÕES COM INVESTIDORES;AUGUSTO RODRIGUES DE CARVALHO;1989-09-01;AV PLINIO CASADO N 30 S 9-A;;;SÃO PAULO;SP;;1092000;11;340003;0011;;;65.082.513/0001-34;OPINION AUDITORES INDEPENDENTES EPP
09.116.278/0001-01;CONPEL CIA. NORDESTINA DE PAPEL - EM RECUPERAÇÃO JUDICIAL;CONPEL CIA. NORDESTINA DE PAPEL - EM RECUPERAÇÃO JUDICIAL;1977-07-20;1967-07-07;;;ATIVO;1977-07-20;4685;Embalagens;;Categoria A;2010-01-01;EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE;2017-08-18;PRIVADO;SEDE;Loc BR 101 KM 06 S/N;-;Vale do Gramame;CONDE;PB;BRASIL;58322000;83;30482300;83;30482325;jdias@conpel.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;LUIZ CANCELIER;2020-08-31;R. TENENTE MACEDO PEDRO DE LIM;83, APT 904;JARDIM OCEANIA;JOÃO PESSOA;PB;;58037462;83;30482300;0;0;cancelier.luiz@conpel.com.br;01.745.292/0001-54;ALPHA - AUDITORES INDEPENDENTES
97.191.902/0001-94;CONSERVAS ODERICH SA;CONSERVAS ODERICH SA;1977-07-20;1908-08-08;;;ATIVO;1977-07-20;4693;Alimentos;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;1977-07-20;PRIVADO;SEDE;RUA ODERICH, 807;-;CENTRO;SÃO SEBASTIÃO DO CAÍ;RS;BRASIL;95760000;51;36351609;51;36351409;oderich@oderich.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;MARCOS ODORICO ODERICH;1977-07-20;RUA ODERICH 807;;CENTRO;SÃO SEBASTIÃO DO CAÍ;RS;;95760000;51;36351609;51;36351409;marcos@oderich.com.br;20.840.718/0001-01;TATICCA AUDITORES INDEPENDENTES S.S. - EPP
29.894.663/0001-89;CONSIGNADOS I COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS;CONSIGNADOS I COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS;2020-01-21;2018-01-19;;;ATIVO;2020-01-21;24899;Securitização de Recebíveis;;Categoria B;2020-01-21;FASE PRÉ-OPERACIONAL;2019-10-04;PRIVADO HOLDING;SEDE;AV. SANTO AMARO 48, 1º AND CJ 12;;VILA NOVA CONCEIÇÃO;SÃO PAULO;SP;;4506000;11;30714475;11;30714475;financeiro@truesecuritizadora.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;ARLEY CUSTÓDIO FONSECA;2019-06-25;AV. SANTO AMARO, 48;1º AND. CJ 12;ITAIM BIBI;SÃO PAULO;SP;;4506000;11;30714475;11;30740631;arley.fonseca@truesecuritizadora.com.br;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
17.193.806/0001-46;CONSORCIO ALFA DE ADMINISTRAÇÃO SA;CONSORCIO ALFA;1977-07-20;1952-08-08;;;ATIVO;1977-07-20;4707;Emp. Adm. Part. - Intermediação Financeira;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;1977-07-20;PRIVADO HOLDING;SEDE;ALAMEDA SANTOS, 466;2° ANDAR;CERQUEIRA CÉSAR;SÃO PAULO;SP;BRASIL;1418000;11;31755493;11;31755026;marco.aurelio@bancoalfa.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;MARCO AURELIO NETO ARNES;2012-03-19;ALAMEDA SANTOS, 466;2º ANDAR;CERQUEIRA CESAR;SÃO PAULO;SP;;141800;11;31755493;11;31755000;marco.aurelio@bancoalfa.com.br;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
01.395.591/0001-06;CONSPREVI SA;CONSPREVI SA;1996-10-14;1996-07-31;2001-06-28;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA;2001-06-28;15814;Construção Civil, Mat. Constr. e Decoração;;;;;;PRIVADO;SEDE;AVENIDA OTHON GAMA DEÇA 900;SALA 612A;CENTRO;FLORIANÓPOLIS;SC;BRASIL;88015200;48;2235291;48;2235291;cpicolli@nyxcom.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;MAURO TUBIAS BENEDET;1996-10-14;AVENIDA OTHON GAMA DEÇA 900;SALA 612;CENTRO;FLORIANÓPOLIS;SC;;88015240;48;2241121;48;2243101;;83.280.859/0001-29;VGA AUDITORES INDEPENDENTES
61.022.042/0001-18;CONST ADOLPHO LINDENBERG SA;CAL S/A;1977-07-20;1958-01-01;;;ATIVO;1977-07-20;4723;Construção Civil, Mat. Constr. e Decoração;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;1977-07-20;PRIVADO;SEDE;RUA JOAQUIM FLORIANO, 466;2º ANDAR - EDIF CORP;ITAIM BIBI;SÃO PAULO;SP;BRASIL;4534002;011;30412700;11;30415601;contabilidade@ldisa.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;ADOLPHO LINDEBERG FILHO;1977-07-20;RUA JOAQUIM FLORIANO, 466;2º AND - EDIF CORP;ITAIM BIBI;SÃO PAULO;SP;;4534002;11;30412700;11;30415601;ri@lindenberg.com.br;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
17.262.213/0001-94;CONST ANDRADE GUTIERREZ SA;ANDRADE GUTIERREZ;1977-07-20;;1991-03-06;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA;1991-03-06;4740;Construção Civil, Mat. Constr. e Decoração;;;;;;PRIVADO;SEDE;RUA DOS PAMPAS, 484;;;BELO HORIZONTE;MG;BRASIL;30469000;21;22972188;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;SERGIO LINS ANDRADE;1977-07-20;RUA DOS PAMPAS, 484;;;BELO HORIZONTE;MG;;30469000;21;2952233;0021;;;17.508.672/0001-05;FERNANDO MOTTA & ASSOCIADOS - AUDITORES INDEPENDENTES
43.382.027/0001-07;CONST CENTENARIO SA EMP E PART;CENTENARIO;1988-01-27;;1990-12-27;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA;1990-12-27;13277;Construção Civil, Mat. Constr. e Decoração;;;;;;PRIVADO;SEDE;RUA FLORIDA 1970;;;SÃO PAULO;SP;BRASIL;4565000;11;2419066;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;RENATO JORGE SARTI;1988-01-27;RUA FLORIDA 1970;;;SÃO PAULO;SP;;4565000;11;2419066;0011;;;33.017.310/0001-78;RUHTRA S/C
60.395.167/0001-20;CONST CIVIL INDL SA;CONCISA;1977-07-20;;1991-12-26;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA;1991-12-26;4766;Construção Civil, Mat. Constr. e Decoração;;;;;;PRIVADO;SEDE;R BARAO DE ITAPETININGA 140 15;;;SÃO PAULO;SP;BRASIL;1042000;11;2314322;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;CLOVIS ROSA DA CRUZ;1977-07-20;R BARAO DE ITAPETININGA 140 15;;;SÃO PAULO;SP;;1042000;11;2314322;0011;;;45.246.923/0001-66;AUDSTAFF AUDITORES INDEP SC
46.014.635/0001-49;CONST LIX DA CUNHA SA;LIX DA CUNHA;1977-07-20;1924-01-06;2019-08-23;Cancelamento de ofício - IN CVM 480/09;CANCELADA;2019-08-23;4774;Construção Civil, Mat. Constr. e Decoração;;Categoria A;2010-01-01;FASE OPERACIONAL;1977-07-20;PRIVADO;SEDE;Largo das Andorinhas, 41 - Sala 02;Edificio Andorinhas;Centro;CAMPINAS;SP;BRASIL;13015102;19;32310476;19;32310476;controladoria@lix.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;ELIAS ABRAO AYEK;2013-10-04;LARGO DAS ANDORINHAS, 41;EDIFÍCI ANDORINHAS;CENTRO;CAMPINAS;SP;;13015102;19;21297775;19;21297756;diretoria.ri@lix.com.br;10.636.276/0001-14;AUDITBRASIL AUDITORES INDEPENDENTES S/S
33.265.695/0001-92;CONST PRESIDENTE SA;CONST PRESIDENTE;1984-07-25;;1990-01-02;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA;1990-01-02;11959;Construção Civil, Mat. Constr. e Decoração;;;;;;PRIVADO;SEDE;R REAL GRANDEZA 86 A B;;;RIO DE JANEIRO;RJ;BRASIL;22281000;21;22869222;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;WILSON FRAIHA;1984-07-25;R REAL GRANDEZA 86 A B;;;RIO DE JANEIRO;RJ;;22281000;21;2869222;0021;;;33.179.672/0001-65;LOUDON BLOMQUIST AUDITORES INDEPENDENTES
89.723.993/0001-33;CONST SULTEPA SA - EM RECUPERAÇÃO JUDICIAL;CONSTRUTORA SULTEPA S/A;1986-09-29;1956-03-14;;;ATIVO;1986-09-29;13030;Construção Civil, Mat. Constr. e Decoração;;Categoria A;2010-01-01;EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE;2015-07-09;PRIVADO;SEDE;Rua Sergio Jumblut Dieterich, 1200;terreo;Sarandi;PORTO ALEGRE;RS;BRASIL;91060410;51;32141200;51;32213971;sergio.mattos@sultepa.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;SERGIO MATTOS;2013-10-16;R SERGIO JUMBLUT DIETERICH1200;CASA;SARANDI;PORTO ALEGRE;RS;;91060410;51;32141200;51;32213971;sergio.mattos@sultepa.com.br;93.317.394/0001-97;LOPES & ASSOCIADOS AUDITORES
61.522.512/0001-02;CONSTRUCOES COM CAM CORREA SA;CAMARGO CORREA;1977-07-20;;1998-09-30;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA;1998-09-30;4715;Construção Civil, Mat. Constr. e Decoração;;;;;;PRIVADO;SEDE;RUA FUNCHAL, 160 - VL.OLIMPIA;;;SÃO PAULO;SP;BRASIL;4551903;11;8215511;11;8215582;;DIRETOR DE RELAÇÕES COM INVESTIDORES;PIETRO F. GIAVINA-BIANCHI;1977-07-20;RUA FUNCHAL, 160 - VL.OLIMPIA;;;SÃO PAULO;SP;;4551903;11;8215511;0011;8215582;;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
61.192.373/0001-04;CONSTRUTORA BETER SA;CONSTRUTORA BETER S/A.;1977-07-20;1964-12-31;2016-08-30;Cancelamento de ofício - IN CVM 480/09;CANCELADA;2016-08-30;4758;Construção Civil, Mat. Constr. e Decoração;BALCÃO ORGANIZADO;Categoria A;2010-01-01;EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE;2008-11-10;PRIVADO;SEDE;Av.Heitor A. Eiras Garcia nº 3.295;sala 01;Jd. Esmeralda;SÃO PAULO;SP;BRASIL;5564100;11;33014400;11;33014449;alberto@grupospm.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;ALBERTO JOSE AULICINO NETO;2008-08-06;AV.HEITOR A. EIRAS GARCIA;Nº 3.295;JD. ESMERALDA;SÃO PAULO;SP;;5564100;11;33014400;11;33014438;alberto@grupospm.com.br;58.799.685/0001-68;PLANNERS AUDITORES INDEPENDENTES
15.102.288/0001-82;CONSTRUTORA NORBERTO ODEBRECHT S.A.;NORBERTO ODEBRECHT;1977-07-20;1945-01-01;2002-04-26;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA;2002-04-26;4790;Construção Civil, Mat. Constr. e Decoração;;;;;;PRIVADO;SEDE;PRAIA DE BOTAFOGO Nº 300, 11º;ANDAR;BOTAFOGO;RIO DE JANEIRO;RJ;BRASIL;22250040;21;25593187;21;25524841;heider@br.odebrecht.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;PAUL ELIE ALTIT;1977-07-20;PRAIA DE BOTAFOGO, Nº 300, 11º;ANDAR;BOTAFOGO;RIO DE JANEIRO;RJ;;22250040;21;25593751;21;25524841;paltit@br.odebrecht.com;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
71.476.527/0001-35;CONSTRUTORA TENDA S/A;CONSTRUTORA TENDA S/A;2007-10-11;1994-01-01;;;ATIVO;2007-10-11;21148;Construção Civil, Mat. Constr. e Decoração;BOLSA;Categoria A;2014-07-28;FASE OPERACIONAL;2007-10-11;PRIVADO;SEDE;RUA BOA VISTA;280, PAVIMENTOS 8 E 9;CENTRO;SÃO PAULO;SP;;1014908;11;31119909;11;31112700;ri@tenda.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;MARCOS ANTONIO PINHEIRO FILHO;2022-01-12;RUA BOA VISTA 280;PAVIMENTOS 8º E 9º;CENTRO, SÃO PAULO;SÃO PAULO;SP;;1010001;13;19909;0;0;ri@tenda.com;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
84.684.349/0001-80;CONSUL SA;CONSUL;1976-01-02;;1994-05-16;ENQUADRAMENTO HIPÓTESE ESTAB P/ COML EM 29/10/79;CANCELADA;1994-05-16;4804;Máquinas, Equipamentos, Veículos e Peças;;;;;;PRIVADO;SEDE;RUA DONA FRANCISCA 7200;;;JOINVILLE;SC;BRASIL;89219900;0475;220044;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;WELSON TEIXEIRA JUNIOR;1976-01-02;RUA DONA FRANCISCA 7200;;;JOINVILLE;SC;;89200000;0474;220044;0474;;;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
